Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,consent_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,consent_decision_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,demographics_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,demographics_submitted_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,instructions_page_0
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,index_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,start_charging_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,charging_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,disabled_charging_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,driving_page_1
Timestamp,Timestamp (ISO 8601),X,Y,Marker
timestamp,datetimestamp,x_axis,y_axis,index_page_1
1763121663.733864,2025-11-14T12:01:03.733863,381,1080,unknown,restart_game_0
1763121663.810412,2025-11-14T12:01:03.810411,336,1071,unknown,restart_game_0
1763121663.822128,2025-11-14T12:01:03.822127,350,1060,unknown,restart_game_0
1763121663.900291,2025-11-14T12:01:03.900290,368,1080,unknown,restart_game_0
1763121663.910324,2025-11-14T12:01:03.910323,367,1080,unknown,restart_game_0
1763121663.921524,2025-11-14T12:01:03.921523,382,1080,unknown,restart_game_0
1763121664.015640,2025-11-14T12:01:04.015640,330,994,unknown,restart_game_0
1763121664.028147,2025-11-14T12:01:04.028147,286,1007,unknown,restart_game_0
1763121664.038910,2025-11-14T12:01:04.038910,288,1001,unknown,restart_game_0
1763121664.108521,2025-11-14T12:01:04.108521,,,unknown,restart_game_0
1763121664.121695,2025-11-14T12:01:04.121694,,,unknown,restart_game_0
1763121664.133712,2025-11-14T12:01:04.133711,,,unknown,restart_game_0
1763121664.146224,2025-11-14T12:01:04.146223,,,unknown,restart_game_0
1763121664.211089,2025-11-14T12:01:04.211088,,,unknown,restart_game_0
1763121664.222376,2025-11-14T12:01:04.222376,,,unknown,restart_game_0
1763121664.304214,2025-11-14T12:01:04.304213,,,unknown,restart_game_0
1763121664.315763,2025-11-14T12:01:04.315763,,,unknown,restart_game_0
1763121664.328302,2025-11-14T12:01:04.328301,,,unknown,restart_game_0
1763121664.402988,2025-11-14T12:01:04.402987,,,unknown,restart_game_0
1763121664.415501,2025-11-14T12:01:04.415501,,,unknown,restart_game_0
1763121664.427014,2025-11-14T12:01:04.427014,,,unknown,restart_game_0
1763121664.514401,2025-11-14T12:01:04.514401,,,unknown,restart_game_0
1763121664.527960,2025-11-14T12:01:04.527960,,,unknown,restart_game_0
1763121664.538957,2025-11-14T12:01:04.538956,,,unknown,restart_game_0
1763121664.551995,2025-11-14T12:01:04.551995,,,unknown,restart_game_0
1763121664.608549,2025-11-14T12:01:04.608549,,,unknown,restart_game_0
1763121664.619062,2025-11-14T12:01:04.619062,,,unknown,restart_game_0
1763121664.703835,2025-11-14T12:01:04.703834,,,unknown,restart_game_0
1763121664.718345,2025-11-14T12:01:04.718345,,,unknown,restart_game_0
1763121664.730355,2025-11-14T12:01:04.730355,,,unknown,restart_game_0
1763121664.801076,2025-11-14T12:01:04.801075,,,unknown,restart_game_0
1763121664.812371,2025-11-14T12:01:04.812370,,,unknown,restart_game_0
1763121664.823909,2025-11-14T12:01:04.823909,,,unknown,restart_game_0
1763121664.912763,2025-11-14T12:01:04.912763,,,unknown,restart_game_0
1763121664.924273,2025-11-14T12:01:04.924273,,,unknown,restart_game_0
1763121664.935282,2025-11-14T12:01:04.935282,,,unknown,restart_game_0
1763121664.947792,2025-11-14T12:01:04.947792,,,unknown,restart_game_0
sdafASDGadse,restart_game_0
asdga,restart_game_0
1763121932.254755,2025-11-14T12:05:32.254755,249,830,unknown,restart_game_0
1763121932.266274,2025-11-14T12:05:32.266274,110,861,unknown,restart_game_0
1763121932.276790,2025-11-14T12:05:32.276790,55,782,unknown,restart_game_0
1763121932.289813,2025-11-14T12:05:32.289813,69,828,unknown,restart_game_0
1763121932.331966,2025-11-14T12:05:32.331966,,,unknown,restart_game_0
1763121932.344479,2025-11-14T12:05:32.344478,8,776,unknown,restart_game_0
1763121932.356997,2025-11-14T12:05:32.356996,0,742,unknown,restart_game_0
1763121932.434172,2025-11-14T12:05:32.434172,71,765,unknown,restart_game_0
1763121932.445687,2025-11-14T12:05:32.445686,125,725,unknown,restart_game_0
1763121932.458228,2025-11-14T12:05:32.458227,152,724,unknown,restart_game_0
1763121932.540574,2025-11-14T12:05:32.540573,,,unknown,restart_game_0
1763121932.552139,2025-11-14T12:05:32.552139,0,651,unknown,restart_game_0
1763121932.563390,2025-11-14T12:05:32.563390,0,658,unknown,restart_game_0
1763121932.638225,2025-11-14T12:05:32.638225,0,472,unknown,restart_game_0
1763121932.649829,2025-11-14T12:05:32.649829,15,590,unknown,restart_game_0
1763121932.662352,2025-11-14T12:05:32.662352,10,608,unknown,restart_game_0
1763121932.732077,2025-11-14T12:05:32.732077,117,489,unknown,restart_game_0
1763121932.742564,2025-11-14T12:05:32.742563,39,562,unknown,restart_game_0
1763121932.754080,2025-11-14T12:05:32.754079,10,529,unknown,restart_game_0
1763121932.828129,2025-11-14T12:05:32.828128,0,501,unknown,restart_game_0
1763121932.840065,2025-11-14T12:05:32.840064,0,505,unknown,restart_game_0
1763121932.852582,2025-11-14T12:05:32.852582,0,528,unknown,restart_game_0
1763121932.940511,2025-11-14T12:05:32.940511,87,590,unknown,restart_game_0
1763121932.952022,2025-11-14T12:05:32.952021,80,576,unknown,restart_game_0
1763121932.963747,2025-11-14T12:05:32.963747,83,581,unknown,restart_game_0
1763121933.040312,2025-11-14T12:05:33.040311,69,523,unknown,restart_game_0
1763121933.050827,2025-11-14T12:05:33.050826,21,505,unknown,restart_game_0
1763121933.062340,2025-11-14T12:05:33.062339,0,477,unknown,restart_game_0
1763121933.136046,2025-11-14T12:05:33.136046,142,464,unknown,restart_game_0
1763121933.146555,2025-11-14T12:05:33.146554,76,444,unknown,restart_game_0
1763121933.158105,2025-11-14T12:05:33.158104,115,454,unknown,restart_game_0
1763121933.230128,2025-11-14T12:05:33.230128,31,599,unknown,restart_game_0
1763121933.239638,2025-11-14T12:05:33.239638,81,610,unknown,restart_game_0
1763121933.250168,2025-11-14T12:05:33.250168,64,573,unknown,restart_game_0
1763121933.338926,2025-11-14T12:05:33.338926,30,430,unknown,restart_game_0
1763121933.350954,2025-11-14T12:05:33.350953,76,528,unknown,restart_game_0
1763121933.361467,2025-11-14T12:05:33.361466,60,506,unknown,restart_game_0
1763121933.438821,2025-11-14T12:05:33.438821,52,531,unknown,restart_game_0
1763121933.450362,2025-11-14T12:05:33.450362,0,401,unknown,restart_game_0
1763121933.462880,2025-11-14T12:05:33.462879,29,384,unknown,restart_game_0
1763121933.533343,2025-11-14T12:05:33.533342,31,569,unknown,restart_game_0
1763121933.544906,2025-11-14T12:05:33.544905,95,594,unknown,restart_game_0
1763121933.556299,2025-11-14T12:05:33.556298,89,585,unknown,restart_game_0
1763121933.628002,2025-11-14T12:05:33.628002,0,613,unknown,restart_game_0
1763121933.639695,2025-11-14T12:05:33.639694,12,572,unknown,restart_game_0
1763121933.652205,2025-11-14T12:05:33.652205,25,605,unknown,restart_game_0
1763121933.741595,2025-11-14T12:05:33.741595,42,595,unknown,restart_game_0
1763121933.754134,2025-11-14T12:05:33.754134,0,613,unknown,restart_game_0
1763121933.765307,2025-11-14T12:05:33.765307,0,604,unknown,restart_game_0
1763121933.835285,2025-11-14T12:05:33.835285,0,534,unknown,restart_game_0
1763121933.846799,2025-11-14T12:05:33.846798,0,453,unknown,restart_game_0
1763121933.858813,2025-11-14T12:05:33.858812,0,450,unknown,restart_game_0
1763121933.930902,2025-11-14T12:05:33.930902,0,550,unknown,restart_game_0
1763121933.940924,2025-11-14T12:05:33.940923,0,509,unknown,restart_game_0
1763121933.951436,2025-11-14T12:05:33.951436,0,512,unknown,restart_game_0
1763121934.031836,2025-11-14T12:05:34.031836,80,500,unknown,restart_game_0
1763121934.042024,2025-11-14T12:05:34.042024,88,461,unknown,restart_game_0
1763121934.052533,2025-11-14T12:05:34.052533,123,510,unknown,restart_game_0
1763121934.140905,2025-11-14T12:05:34.140905,139,508,unknown,restart_game_0
1763121934.150418,2025-11-14T12:05:34.150418,134,539,unknown,restart_game_0
1763121934.161140,2025-11-14T12:05:34.161139,127,536,unknown,restart_game_0
1763121934.237949,2025-11-14T12:05:34.237948,,,unknown,restart_game_0
1763121934.250576,2025-11-14T12:05:34.250576,0,487,unknown,restart_game_0
1763121934.262116,2025-11-14T12:05:34.262115,,,unknown,restart_game_0
1763121934.333523,2025-11-14T12:05:34.333522,0,406,unknown,restart_game_0
1763121934.346359,2025-11-14T12:05:34.346359,38,441,unknown,restart_game_0
1763121934.358380,2025-11-14T12:05:34.358380,0,458,unknown,restart_game_0
1763121934.428226,2025-11-14T12:05:34.428226,72,564,unknown,restart_game_0
1763121934.440244,2025-11-14T12:05:34.440244,89,589,unknown,restart_game_0
1763121934.451771,2025-11-14T12:05:34.451770,82,569,unknown,restart_game_0
1763121934.540528,2025-11-14T12:05:34.540527,,,unknown,restart_game_0
1763121934.552039,2025-11-14T12:05:34.552039,27,535,unknown,restart_game_0
1763121934.563102,2025-11-14T12:05:34.563102,6,528,unknown,restart_game_0
1763121934.635529,2025-11-14T12:05:34.635528,22,450,unknown,restart_game_0
1763121934.646555,2025-11-14T12:05:34.646555,44,514,unknown,restart_game_0
1763121934.658065,2025-11-14T12:05:34.658064,38,527,unknown,restart_game_0
1763121934.735772,2025-11-14T12:05:34.735771,0,557,unknown,restart_game_0
1763121934.746909,2025-11-14T12:05:34.746909,0,498,unknown,restart_game_0
1763121934.756417,2025-11-14T12:05:34.756417,0,498,unknown,restart_game_0
1763121934.829851,2025-11-14T12:05:34.829850,209,798,unknown,restart_game_0
1763121934.840865,2025-11-14T12:05:34.840865,0,767,unknown,restart_game_0
1763121934.852381,2025-11-14T12:05:34.852381,153,776,unknown,restart_game_0
1763121934.940067,2025-11-14T12:05:34.940067,,,unknown,restart_game_0
1763121934.952583,2025-11-14T12:05:34.952582,,,unknown,restart_game_0
1763121934.964120,2025-11-14T12:05:34.964120,,,unknown,restart_game_0
1763121935.038048,2025-11-14T12:05:35.038047,,,unknown,restart_game_0
1763121935.048136,2025-11-14T12:05:35.048135,,,unknown,restart_game_0
1763121935.059227,2025-11-14T12:05:35.059226,,,unknown,restart_game_0
1763121935.133042,2025-11-14T12:05:35.133042,,,unknown,restart_game_0
1763121935.144063,2025-11-14T12:05:35.144063,,,unknown,restart_game_0
1763121935.154568,2025-11-14T12:05:35.154567,,,unknown,restart_game_0
1763121935.227224,2025-11-14T12:05:35.227224,,,unknown,restart_game_0
1763121935.238237,2025-11-14T12:05:35.238237,,,unknown,restart_game_0
1763121935.247336,2025-11-14T12:05:35.247335,,,unknown,restart_game_0
1763121935.344013,2025-11-14T12:05:35.344013,,,unknown,restart_game_0
1763121935.354527,2025-11-14T12:05:35.354526,,,unknown,restart_game_0
1763121935.366038,2025-11-14T12:05:35.366037,,,unknown,restart_game_0
1763121935.436416,2025-11-14T12:05:35.436416,,,unknown,restart_game_0
1763121935.447942,2025-11-14T12:05:35.447942,,,unknown,restart_game_0
1763121935.461020,2025-11-14T12:05:35.461020,,,unknown,restart_game_0
1763121935.532719,2025-11-14T12:05:35.532718,,,unknown,restart_game_0
1763121935.543770,2025-11-14T12:05:35.543769,,,unknown,restart_game_0
1763121935.556316,2025-11-14T12:05:35.556316,,,unknown,restart_game_0
1763121935.628679,2025-11-14T12:05:35.628679,,,unknown,restart_game_0
1763121935.640736,2025-11-14T12:05:35.640736,,,unknown,restart_game_0
1763121935.652285,2025-11-14T12:05:35.652285,,,unknown,restart_game_0
1763121935.739510,2025-11-14T12:05:35.739509,,,unknown,restart_game_0
1763121935.751727,2025-11-14T12:05:35.751727,,,unknown,restart_game_0
1763121935.762443,2025-11-14T12:05:35.762442,,,unknown,restart_game_0
1763121935.838101,2025-11-14T12:05:35.838101,,,unknown,restart_game_0
1763121935.846969,2025-11-14T12:05:35.846968,,,unknown,restart_game_0
1763121935.858164,2025-11-14T12:05:35.858163,,,unknown,restart_game_0
1763121935.933112,2025-11-14T12:05:35.933112,,,unknown,restart_game_0
1763121935.944133,2025-11-14T12:05:35.944133,,,unknown,restart_game_0
1763121935.954705,2025-11-14T12:05:35.954704,,,unknown,restart_game_0
1763121936.029744,2025-11-14T12:05:36.029744,,,unknown,restart_game_0
1763121936.041836,2025-11-14T12:05:36.041835,,,unknown,restart_game_0
1763121936.053432,2025-11-14T12:05:36.053432,,,unknown,restart_game_0
1763121936.143402,2025-11-14T12:05:36.143401,,,unknown,restart_game_0
1763121936.154960,2025-11-14T12:05:36.154959,,,unknown,restart_game_0
1763121936.165469,2025-11-14T12:05:36.165468,,,unknown,restart_game_0
1763121936.240705,2025-11-14T12:05:36.240704,,,unknown,restart_game_0
1763121936.252800,2025-11-14T12:05:36.252800,,,unknown,restart_game_0
1763121936.262364,2025-11-14T12:05:36.262364,,,unknown,restart_game_0
1763121936.334970,2025-11-14T12:05:36.334969,0,363,unknown,restart_game_0
1763121936.343014,2025-11-14T12:05:36.343014,,,unknown,restart_game_0
1763121936.355525,2025-11-14T12:05:36.355524,,,unknown,restart_game_0
1763121936.427343,2025-11-14T12:05:36.427343,,,unknown,restart_game_0
1763121936.439364,2025-11-14T12:05:36.439363,,,unknown,restart_game_0
1763121936.451382,2025-11-14T12:05:36.451381,,,unknown,restart_game_0
1763121936.523155,2025-11-14T12:05:36.523155,0,487,unknown,restart_game_0
1763121936.533511,2025-11-14T12:05:36.533511,0,472,unknown,restart_game_0
1763121936.545530,2025-11-14T12:05:36.545529,0,463,unknown,restart_game_0
1763121936.642210,2025-11-14T12:05:36.642210,,,unknown,restart_game_0
1763121936.653737,2025-11-14T12:05:36.653737,,,unknown,restart_game_0
1763121936.666249,2025-11-14T12:05:36.666248,,,unknown,restart_game_0
1763121936.732199,2025-11-14T12:05:36.732199,,,unknown,restart_game_0
1763121936.742923,2025-11-14T12:05:36.742922,,,unknown,restart_game_0
1763121936.754194,2025-11-14T12:05:36.754194,,,unknown,restart_game_0
1763121936.832065,2025-11-14T12:05:36.832064,,,unknown,restart_game_0
1763121936.842529,2025-11-14T12:05:36.842529,,,unknown,restart_game_0
1763121936.853065,2025-11-14T12:05:36.853065,,,unknown,restart_game_0
1763121936.926448,2025-11-14T12:05:36.926448,0,462,unknown,restart_game_0
1763121936.937001,2025-11-14T12:05:36.937000,,,unknown,restart_game_0
1763121936.948128,2025-11-14T12:05:36.948128,,,unknown,restart_game_0
1763121937.035306,2025-11-14T12:05:37.035306,,,unknown,restart_game_0
1763121937.047204,2025-11-14T12:05:37.047204,,,unknown,restart_game_0
1763121937.058353,2025-11-14T12:05:37.058353,,,unknown,restart_game_0
1763121937.133704,2025-11-14T12:05:37.133703,,,unknown,restart_game_0
1763121937.145725,2025-11-14T12:05:37.145724,,,unknown,restart_game_0
1763121937.158238,2025-11-14T12:05:37.158237,,,unknown,restart_game_0
1763121937.228076,2025-11-14T12:05:37.228075,,,unknown,restart_game_0
1763121937.238175,2025-11-14T12:05:37.238174,,,unknown,restart_game_0
1763121937.250303,2025-11-14T12:05:37.250303,,,unknown,restart_game_0
1763121937.322471,2025-11-14T12:05:37.322471,0,303,unknown,restart_game_0
1763121937.334999,2025-11-14T12:05:37.334999,,,unknown,restart_game_0
1763121937.345074,2025-11-14T12:05:37.345074,,,unknown,restart_game_0
1763121937.436815,2025-11-14T12:05:37.436815,,,unknown,restart_game_0
1763121937.448047,2025-11-14T12:05:37.448046,,,unknown,restart_game_0
1763121937.459558,2025-11-14T12:05:37.459558,,,unknown,restart_game_0
1763121937.531716,2025-11-14T12:05:37.531715,,,unknown,restart_game_0
1763121937.543818,2025-11-14T12:05:37.543818,,,unknown,restart_game_0
1763121937.555362,2025-11-14T12:05:37.555362,,,unknown,restart_game_0
1763121937.629652,2025-11-14T12:05:37.629651,,,unknown,restart_game_0
1763121937.641170,2025-11-14T12:05:37.641169,,,unknown,restart_game_0
1763121937.652397,2025-11-14T12:05:37.652397,,,unknown,restart_game_0
1763121937.731003,2025-11-14T12:05:37.731002,,,unknown,restart_game_0
1763121937.743101,2025-11-14T12:05:37.743101,,,unknown,restart_game_0
1763121937.755167,2025-11-14T12:05:37.755166,,,unknown,restart_game_0
1763121937.836465,2025-11-14T12:05:37.836465,0,377,unknown,restart_game_0
1763121937.848268,2025-11-14T12:05:37.848268,,,unknown,restart_game_0
1763121937.859885,2025-11-14T12:05:37.859884,,,unknown,restart_game_0
1763121937.933278,2025-11-14T12:05:37.933277,0,335,unknown,restart_game_0
1763121937.943326,2025-11-14T12:05:37.943326,0,361,unknown,restart_game_0
1763121937.952579,2025-11-14T12:05:37.952579,0,323,unknown,restart_game_0
1763121938.028224,2025-11-14T12:05:38.028223,113,662,unknown,restart_game_0
1763121938.039271,2025-11-14T12:05:38.039271,32,734,unknown,restart_game_0
1763121938.050056,2025-11-14T12:05:38.050055,113,716,unknown,restart_game_0
1763121938.124975,2025-11-14T12:05:38.124974,0,793,unknown,restart_game_0
1763121938.137033,2025-11-14T12:05:38.137033,92,804,unknown,restart_game_0
1763121938.147975,2025-11-14T12:05:38.147975,77,779,unknown,restart_game_0
1763121938.237327,2025-11-14T12:05:38.237326,222,818,unknown,restart_game_0
1763121938.248888,2025-11-14T12:05:38.248887,103,834,unknown,restart_game_0
1763121938.260908,2025-11-14T12:05:38.260907,51,782,unknown,restart_game_0
1763121938.331452,2025-11-14T12:05:38.331452,209,727,unknown,restart_game_0
1763121938.345472,2025-11-14T12:05:38.345471,61,677,unknown,restart_game_0
1763121938.355978,2025-11-14T12:05:38.355978,114,724,unknown,restart_game_0
1763121938.431871,2025-11-14T12:05:38.431870,144,883,unknown,restart_game_0
1763121938.441987,2025-11-14T12:05:38.441986,14,847,unknown,restart_game_0
1763121938.453046,2025-11-14T12:05:38.453045,26,880,unknown,restart_game_0
1763121938.527903,2025-11-14T12:05:38.527902,136,1000,unknown,restart_game_0
1763121938.535907,2025-11-14T12:05:38.535907,124,805,unknown,restart_game_0
1763121938.546565,2025-11-14T12:05:38.546564,151,808,unknown,restart_game_0
1763121938.639988,2025-11-14T12:05:38.639988,25,957,unknown,restart_game_0
1763121938.651015,2025-11-14T12:05:38.651014,8,843,unknown,restart_game_0
1763121938.663287,2025-11-14T12:05:38.663287,39,879,unknown,restart_game_0
1763121938.738052,2025-11-14T12:05:38.738052,69,895,unknown,restart_game_0
1763121938.748490,2025-11-14T12:05:38.748490,0,870,unknown,restart_game_0
1763121938.760006,2025-11-14T12:05:38.760005,35,940,unknown,restart_game_0
1763121938.831938,2025-11-14T12:05:38.831938,90,1080,unknown,restart_game_0
1763121938.842046,2025-11-14T12:05:38.842046,105,1023,unknown,restart_game_0
1763121938.855070,2025-11-14T12:05:38.855069,102,1080,unknown,restart_game_0
1763121938.926723,2025-11-14T12:05:38.926723,0,1080,unknown,restart_game_0
1763121938.938235,2025-11-14T12:05:38.938234,0,1035,unknown,restart_game_0
1763121938.950801,2025-11-14T12:05:38.950801,8,1033,unknown,restart_game_0
1763121939.040106,2025-11-14T12:05:39.040105,57,906,unknown,restart_game_0
1763121939.052126,2025-11-14T12:05:39.052125,113,1014,unknown,restart_game_0
1763121939.063656,2025-11-14T12:05:39.063656,185,934,unknown,restart_game_0
1763121939.133746,2025-11-14T12:05:39.133746,552,791,unknown,restart_game_0
1763121939.144773,2025-11-14T12:05:39.144773,579,873,unknown,restart_game_0
1763121939.155283,2025-11-14T12:05:39.155283,629,933,unknown,restart_game_0
1763121939.230666,2025-11-14T12:05:39.230665,,,unknown,restart_game_0
1763121939.242241,2025-11-14T12:05:39.242241,622,1080,unknown,restart_game_0
1763121939.255261,2025-11-14T12:05:39.255260,654,1080,unknown,restart_game_0
1763121939.328148,2025-11-14T12:05:39.328148,513,881,unknown,restart_game_0
1763121939.341660,2025-11-14T12:05:39.341659,599,988,unknown,restart_game_0
1763121939.353221,2025-11-14T12:05:39.353221,606,1022,unknown,restart_game_0
1763121939.438654,2025-11-14T12:05:39.438654,77,905,unknown,restart_game_0
1763121939.450683,2025-11-14T12:05:39.450682,219,925,unknown,restart_game_0
1763121939.462250,2025-11-14T12:05:39.462249,281,975,unknown,restart_game_0
1763121939.536507,2025-11-14T12:05:39.536506,110,966,unknown,restart_game_0
1763121939.549072,2025-11-14T12:05:39.549071,56,846,unknown,restart_game_0
1763121939.560306,2025-11-14T12:05:39.560305,20,928,unknown,restart_game_0
1763121939.632476,2025-11-14T12:05:39.632476,126,884,unknown,restart_game_0
1763121939.640988,2025-11-14T12:05:39.640987,58,837,unknown,restart_game_0
1763121939.654020,2025-11-14T12:05:39.654019,50,840,unknown,restart_game_0
1763121939.727185,2025-11-14T12:05:39.727185,183,758,unknown,restart_game_0
1763121939.739203,2025-11-14T12:05:39.739202,80,809,unknown,restart_game_0
1763121939.751528,2025-11-14T12:05:39.751528,198,891,unknown,restart_game_0
1763121939.842139,2025-11-14T12:05:39.842139,0,633,unknown,restart_game_0
1763121939.855159,2025-11-14T12:05:39.855159,0,821,unknown,restart_game_0
1763121939.866701,2025-11-14T12:05:39.866700,12,858,unknown,restart_game_0
1763121939.936338,2025-11-14T12:05:39.936337,,,unknown,restart_game_0
1763121939.947861,2025-11-14T12:05:39.947861,,,unknown,restart_game_0
1763121939.961376,2025-11-14T12:05:39.961376,,,unknown,restart_game_0
1763121940.030502,2025-11-14T12:05:40.030502,0,640,unknown,restart_game_0
1763121940.043043,2025-11-14T12:05:40.043042,0,725,unknown,restart_game_0
1763121940.058062,2025-11-14T12:05:40.058061,0,693,unknown,restart_game_0
1763121940.127178,2025-11-14T12:05:40.127178,,,unknown,restart_game_0
1763121940.139982,2025-11-14T12:05:40.139982,0,745,unknown,restart_game_0
1763121940.154027,2025-11-14T12:05:40.154027,0,736,unknown,restart_game_0
1763121940.240930,2025-11-14T12:05:40.240930,114,631,unknown,restart_game_0
1763121940.255280,2025-11-14T12:05:40.255280,0,756,unknown,restart_game_0
1763121940.267944,2025-11-14T12:05:40.267943,,,unknown,restart_game_0
1763121940.337215,2025-11-14T12:05:40.337215,148,524,unknown,restart_game_0
1763121940.352234,2025-11-14T12:05:40.352234,51,618,unknown,restart_game_0
1763121940.365454,2025-11-14T12:05:40.365454,117,587,unknown,restart_game_0
1763121940.433289,2025-11-14T12:05:40.433289,0,654,unknown,restart_game_0
1763121940.445445,2025-11-14T12:05:40.445445,0,617,unknown,restart_game_0
1763121940.457954,2025-11-14T12:05:40.457954,0,615,unknown,restart_game_0
1763121940.528280,2025-11-14T12:05:40.528279,0,609,unknown,restart_game_0
1763121940.540156,2025-11-14T12:05:40.540156,3,619,unknown,restart_game_0
1763121940.553289,2025-11-14T12:05:40.553288,21,600,unknown,restart_game_0
1763121940.644119,2025-11-14T12:05:40.644118,107,733,unknown,restart_game_0
1763121940.660936,2025-11-14T12:05:40.660935,156,611,unknown,restart_game_0
1763121940.674194,2025-11-14T12:05:40.674193,95,564,unknown,restart_game_0
1763121940.735671,2025-11-14T12:05:40.735671,42,627,unknown,restart_game_0
1763121940.748184,2025-11-14T12:05:40.748184,9,700,unknown,restart_game_0
1763121940.762328,2025-11-14T12:05:40.762328,0,711,unknown,restart_game_0
1763121940.831577,2025-11-14T12:05:40.831576,53,715,unknown,restart_game_0
1763121940.844094,2025-11-14T12:05:40.844093,4,647,unknown,restart_game_0
1763121940.854601,2025-11-14T12:05:40.854600,21,666,unknown,restart_game_0
1763121940.931731,2025-11-14T12:05:40.931731,26,625,unknown,restart_game_0
1763121940.943240,2025-11-14T12:05:40.943240,0,586,unknown,restart_game_0
1763121940.956366,2025-11-14T12:05:40.956366,0,568,unknown,restart_game_0
1763121941.041995,2025-11-14T12:05:41.041995,141,731,unknown,restart_game_0
1763121941.054360,2025-11-14T12:05:41.054360,60,700,unknown,restart_game_0
1763121941.070010,2025-11-14T12:05:41.070010,58,689,unknown,restart_game_0
1763121941.138259,2025-11-14T12:05:41.138258,247,655,unknown,restart_game_0
1763121941.151912,2025-11-14T12:05:41.151911,248,676,unknown,restart_game_0
1763121941.164430,2025-11-14T12:05:41.164429,228,668,unknown,restart_game_0
1763121941.231568,2025-11-14T12:05:41.231568,205,769,unknown,restart_game_0
1763121941.244081,2025-11-14T12:05:41.244080,185,788,unknown,restart_game_0
1763121941.256598,2025-11-14T12:05:41.256597,217,782,unknown,restart_game_0
1763121941.327212,2025-11-14T12:05:41.327212,264,707,unknown,restart_game_0
1763121941.339787,2025-11-14T12:05:41.339786,104,786,unknown,restart_game_0
1763121941.353301,2025-11-14T12:05:41.353300,90,768,unknown,restart_game_0
1763121941.448905,2025-11-14T12:05:41.448905,371,745,unknown,restart_game_0
1763121941.462419,2025-11-14T12:05:41.462419,272,673,unknown,restart_game_0
1763121941.475959,2025-11-14T12:05:41.475958,218,670,unknown,restart_game_0
1763121941.535671,2025-11-14T12:05:41.535670,372,763,unknown,restart_game_0
1763121941.549773,2025-11-14T12:05:41.549773,210,751,unknown,restart_game_0
1763121941.564286,2025-11-14T12:05:41.564286,219,684,unknown,restart_game_0
1763121941.632877,2025-11-14T12:05:41.632876,250,682,unknown,restart_game_0
1763121941.646435,2025-11-14T12:05:41.646435,305,620,unknown,restart_game_0
1763121941.659456,2025-11-14T12:05:41.659456,255,582,unknown,restart_game_0
1763121941.730116,2025-11-14T12:05:41.730116,396,667,unknown,restart_game_0
1763121941.744136,2025-11-14T12:05:41.744135,364,677,unknown,restart_game_0
1763121941.756644,2025-11-14T12:05:41.756644,372,665,unknown,restart_game_0
1763121941.839818,2025-11-14T12:05:41.839817,,,unknown,restart_game_0
1763121941.854341,2025-11-14T12:05:41.854341,,,unknown,restart_game_0
1763121941.866057,2025-11-14T12:05:41.866057,,,unknown,restart_game_0
1763121941.936130,2025-11-14T12:05:41.936130,482,1080,unknown,restart_game_0
1763121941.946676,2025-11-14T12:05:41.946676,,,unknown,restart_game_0
1763121941.960704,2025-11-14T12:05:41.960704,,,unknown,restart_game_0
1763121942.031878,2025-11-14T12:05:42.031877,475,973,unknown,restart_game_0
1763121942.044392,2025-11-14T12:05:42.044392,417,1049,unknown,restart_game_0
1763121942.056904,2025-11-14T12:05:42.056903,394,1078,unknown,restart_game_0
1763121942.126496,2025-11-14T12:05:42.126495,491,1007,unknown,restart_game_0
1763121942.141980,2025-11-14T12:05:42.141979,429,1017,unknown,restart_game_0
1763121942.154529,2025-11-14T12:05:42.154528,513,984,unknown,restart_game_0
1763121942.227119,2025-11-14T12:05:42.227118,370,1012,unknown,restart_game_0
1763121942.239675,2025-11-14T12:05:42.239674,294,1080,unknown,restart_game_0
1763121942.350871,2025-11-14T12:05:42.350870,0,1014,unknown,restart_game_0
1763121942.364385,2025-11-14T12:05:42.364384,0,1080,unknown,restart_game_0
1763121942.376893,2025-11-14T12:05:42.376892,0,1080,unknown,restart_game_0
1763121942.390920,2025-11-14T12:05:42.390920,0,1079,unknown,restart_game_0
1763121942.434492,2025-11-14T12:05:42.434492,102,962,unknown,restart_game_0
1763121942.446047,2025-11-14T12:05:42.446046,0,1080,unknown,restart_game_0
1763121942.456560,2025-11-14T12:05:42.456560,0,1080,unknown,restart_game_0
